food_name,food_info
"Ayam taliwang, masakan","Air 57.50 g, Energi 264.00 kkal, Protein 18.20 g, Lemak total 20.10 g, Karbohidrat total 2.70 g, Abu 1.50 g, Natrium 507.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
ayam tepung,"Energi 190.00 kkal, Natrium 367.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 4.00 potong, Protein 9.98 g, Karbohidrat total 10.44 g, Takaran Saji 100.00 g, Lemak total 12.04 g"
"Ayam, ampela, goreng","Energi 270.00 kkal, Lemak total 11.20 g, Protein 32.30 g, Karbohidrat total 9.90 g, Natrium 980.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg, Air 4.80 g, Abu 1.80 g"
"Ayam, daging, segar (Chicken, meat, fresh","Energi 298.00 kkal, Lemak total 25.00 g, Protein 18.20 g, Karbohidrat total 0.00 g, Natrium 109.00 mg, B-Karoten 0.00 mcg, B-Karoten 0.00 mcg, Air 55.90 g, Abu 0.90 g"
"Ayam, dideh/darah, segar","Air 82.00 g, Energi 75.00 kkal, Protein 13.80 g, Lemak total 1.90 g, Karbohidrat total 0.70 g, Abu 1.60 g, Natrium 337.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ayam, usus, goreng","Air 4.60 g, Energi 473.00 kkal, Protein 45.20 g, Lemak total 26.30 g, Karbohidrat total 13.90 g, Abu 10.10 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 224.00 mcg"
"Ayam,hati,segar","Air 53.40 g, Energi 261.00 kkal, Protein 27.40 g, Lemak total 16.10 g, Karbohidrat total 1.60 g, Abu 1.50 g, Natrium 1068.00 mg, B-Karoten 169.00 mcg, Karoten total 28000.00 mcg"
Babi hutan masak rica,"Air 56.20 g, Energi 491.00 kkal, Protein 24.60 g, Lemak total 16.30 g, Karbohidrat total 0.20 g, Abu 2.70 g, Natrium 1415.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Babi, daging, gemuk, segar","Air 42.00 g, Energi 453.00 kkal, Protein 11.90 g, Lemak total 45.00 g, Karbohidrat total 0.00 g, Abu 1.10 g, Natrium 112.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Babi, daging, kurus, segar","Air 50.00 g, Energi 371.00 kkal, Protein 14.10 g, Lemak total 35.00 g, Karbohidrat total 0.00 g, Abu 0.90 g, Natrium 97.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Babi, ginjal, segar","Air 77.10 g, Energi 110.00 kkal, Protein 16.30 g, Lemak total 4.60 g, Karbohidrat total 0.80 g, Abu 1.20 g, Natrium 139.00 mg, B-Karoten 10.00 mcg, Karoten total 0.00 mcg"
"Babi, hati, segar","Air 72.30 g, Energi 129.00 kkal, Protein 19.70 g, Lemak total 4.80 g, Karbohidrat total 1.70 g, Abu 1.50 g, Natrium 110.00 mg, B-Karoten 6.00 mcg, Karoten total 0.00 mcg"
Bagea kelapa asin,"Air 3.50 g, Energi 450.00 kkal, Protein 3.20 g, Lemak total 13.90 g, Karbohidrat total 78.10 g, Abu 1.30 g, Natrium 74.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Bagea kelapa manis,"Air 3.00 g, Energi 452.00 kkal, Protein 1.30 g, Lemak total 13.80 g, Karbohidrat total 80.60 g, Abu 1.30 g, Natrium 75.00 mg, B-Karoten 0.00 mcg, Karoten total 0.30 mcg"
Bagea kenari asin,"Air 2.80 g, Energi 529.00 kkal, Protein 3.20 g, Lemak total 29.10 g, Karbohidrat total 63.60 g, Abu 1.30 g, Natrium 74.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Bagea kenari manis,"Air 3.10 g, Energi 523.00 kkal, Protein 3.20 g, Lemak total 28.20 g, Karbohidrat total 64.20 g, Abu 1.30 g, Natrium 74.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Bagea kw 1,"Air 7.20 g, Energi 416.00 kkal, Protein 6.50 g, Lemak total 9.40 g, Karbohidrat total 76.30 g, Abu 0.60 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 312.00 mcg"
Bagea kw 2,"Air 7.90 g, Energi 382.00 kkal, Protein 0.30 g, Lemak total 3.50 g, Karbohidrat total 87.20 g, Abu 1.10 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Baked lotus paste mooncake,"Energi 191.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 potong, Protein 2.78 g, Karbohidrat total 25.38 g, Takaran Saji 50.00 g, Lemak total 8.66 g"
Baked lotus paste mooncake with one egg yolk,"Energi 197.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 potong, Protein 3.20 g, Karbohidrat total 20.79 g, Takaran Saji 47.00 g, Lemak total 11.21 g"
Baked lotus paste mooncake with two egg yolks,"Energi 223.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 potong, Protein 4.05 g, Karbohidrat total 20.50 g, Takaran Saji 48.00 g, Lemak total 13.79 g"
Baked potato cheese'n cheese,"Energi 430.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 buah, Protein 14.00 g, Karbohidrat total 65.00 g, Takaran Saji 0.00 g, Lemak total 13.00 g"
Baked Potato Chili'n cheese,"Energi 460.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 buah, Protein 19.00 g, Karbohidrat total 71.00 g, Takaran Saji 0.00 g, Lemak total 11.00 g"
Baker Brothers Wafer Rolls,"Energi 130.00 kkal, Natrium 30.00 mg, Jumlah Sajian Per Kemasan 23.00 �, Jumlah Per Sajian 23.00 keping, Protein 2.00 g, Karbohidrat total 25.00 g, Takaran Saji 30.00 g, Lemak total 2.50 g"
Bakmi,"Energi 138.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sachet, Protein 4.50 g, Karbohidrat total 25.20 g, Takaran Saji 100.00 g, Lemak total 2.10 g"
Bakmi Mewah,"Energi 450.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 bungkus, Protein 13.00 g, Karbohidrat total 47.00 g, Takaran Saji 110.00 g, Lemak total 23.00 g"
"Bakpia, kue","Air 38.90 g, Energi 272.00 kkal, Protein 8.70 g, Lemak total 6.70 g, Karbohidrat total 44.10 g, Abu 1.60 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 1392.00 mcg"
Bakso,"Energi 202.00 kkal, Natrium 478.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 mangkuk/cup, Protein 12.41 g, Karbohidrat total 7.58 g, Takaran Saji 100.00 g, Lemak total 13.16 g"
Bakso ikan,"Energi 107.00 kkal, Natrium 255.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 mangkuk/cup, Protein 11.27 g, Karbohidrat total 11.72 g, Takaran Saji 120.00 g, Lemak total 1.23 g"
"Bakung, segar","Air 92.50 g, Energi 27.00 kkal, Protein 2.00 g, Lemak total 0.20 g, Karbohidrat total 4.20 g, Abu 1.10 g, Natrium 37.00 mg, B-Karoten 1080.00 mcg, Karoten total 0.00 mcg"
Bakwan,"Air 40.50 g, Energi 280.00 kkal, Protein 8.20 g, Lemak total 10.20 g, Karbohidrat total 39.00 g, Abu 2.10 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Balichong,"Air 59.90 g, Energi 152.00 kkal, Protein 13.20 g, Lemak total 0.80 g, Karbohidrat total 22.90 g, Abu 3.60 g, Natrium 120.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Balingo, segar","Air 96.10 g, Energi 15.00 kkal, Protein 0.40 g, Lemak total 0.20 g, Karbohidrat total 3.00 g, Abu 0.30 g, Natrium 2.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
BANGO kecap manis (400 ml,"Energi 60.00 kkal, Natrium 400.00 mg, Jumlah Sajian Per Kemasan 29.00 , Jumlah Per Sajian 0.03 sendok teh, Protein 0.00 g, Karbohidrat total 15.00 g, Takaran Saji 14.00 ml, Lemak total 0.00 g"
BANGO Kecap Manis Light,"Energi 40.00 kkal, Natrium 140.00 mg, Jumlah Sajian Per Kemasan 37.00 �, Jumlah Per Sajian 0.03 bungkus, Protein 0.00 g, Karbohidrat total 10.00 g, Takaran Saji 15.00 ml, Lemak total 0.00 g"
Bantal,"Air 52.30 g, Energi 190.00 kkal, Protein 3.30 g, Lemak total 0.30 g, Karbohidrat total 43.50 g, Abu 0.60 g, Natrium 164.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Barilla fusilli,"Energi 370.00 kkal, Natrium 10.00 mg, Jumlah Sajian Per Kemasan 5.00 , Jumlah Per Sajian 0.20 bungkus, Protein 12.00 g, Karbohidrat total 76.00 g, Takaran Saji 100.00 g, Lemak total 2.00 g"
Barilla Penne Rigate,"Energi 370.00 kkal, Natrium 10.00 mg, Jumlah Sajian Per Kemasan 5.00 , Jumlah Per Sajian 0.20 sendok teh, Protein 12.00 g, Karbohidrat total 76.00 g, Takaran Saji 100.00 g, Lemak total 2.00 g"
Barongko,"Air 66.70 g, Energi 159.00 kkal, Protein 3.10 g, Lemak total 5.80 g, Karbohidrat total 23.50 g, Abu 0.70 g, Natrium 46.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Baruasa,"Air 5.30 g, Energi 417.00 kkal, Protein 6.50 g, Lemak total 8.20 g, Karbohidrat total 79.30 g, Abu 0.70 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Batar daan,"Air 75.30 g, Energi 107.00 kkal, Protein 2.20 g, Lemak total 2.20 g, Karbohidrat total 19.60 g, Abu 0.70 g, Natrium 200.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Batatas gembili, segar","Air 76.70 g, Energi 76.00 kkal, Protein 1.10 g, Lemak total 0.90 g, Karbohidrat total 16.00 g, Abu 0.70 g, Natrium 10.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Batatas kelapa bakar,"Air 73.20 g, Energi 110.00 kkal, Protein 1.40 g, Lemak total 1.10 g, Karbohidrat total 23.40 g, Abu 0.70 g, Natrium 12.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Batatas kelapa kukus,"Air 75.70 g, Energi 92.00 kkal, Protein 1.20 g, Lemak total 0.30 g, Karbohidrat total 21.00 g, Abu 1.80 g, Natrium 10.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Batatas kelapa, ubi, segar","Air 76.10 g, Energi 89.00 kkal, Protein 1.10 g, Lemak total 0.10 g, Karbohidrat total 21.00 g, Abu 0.70 g, Natrium 20.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Batatas tali rebus,"Air 53.20 g, Energi 182.00 kkal, Protein 2.40 g, Lemak total 0.40 g, Karbohidrat total 42.20 g, Abu 1.80 g, Natrium 20.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Bawang bombay, segar","Air 87.50 g, Energi 43.00 kkal, Protein 1.40 g, Lemak total 0.20 g, Karbohidrat total 10.30 g, Abu 0.60 g, Natrium 12.00 mg, B-Karoten 788.00 mcg, Karoten total 50.00 mcg"
"Bawang merah, segar","Air 88.00 g, Energi 46.00 kkal, Protein 1.50 g, Lemak total 0.30 g, Karbohidrat total 9.20 g, Abu 1.00 g, Natrium 7.00 mg, B-Karoten 2.00 mcg, Karoten total 0.00 mcg"
"Bawang putih, segar","Air 71.00 g, Energi 112.00 kkal, Protein 4.50 g, Lemak total 0.20 g, Karbohidrat total 21.30 g, Abu 1.80 g, Natrium 46.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Bayam kukus,"Air 90.70 g, Energi 30.00 kkal, Protein 1.30 g, Lemak total 0.70 g, Karbohidrat total 5.80 g, Abu 1.60 g, Natrium 15.00 mg, B-Karoten 2699.00 mcg, Karoten total 3750.00 mcg"
"Bayam merah, segar","Air 88.50 g, Energi 41.00 kkal, Protein 2.20 g, Lemak total 0.80 g, Karbohidrat total 6.30 g, Abu 2.20 g, Natrium 20.00 mg, B-Karoten 7325.00 mcg, Karoten total 0.00 mcg"
Bayam rebus,"Air 93.50 g, Energi 23.00 kkal, Protein 1.20 g, Lemak total 0.60 g, Karbohidrat total 3.70 g, Abu 1.00 g, Natrium 16.00 mg, B-Karoten 32882.00 mcg, Karoten total 2864.00 mcg"
"Bayam, sayur bayam, segar","Energi 16.00 kkal, Lemak total 0.40 g, Protein 0.90 g, Karbohidrat total 2.90 g, Natrium 16.00 mg, B-Karoten 2699.00 mcg, Karoten total 2293.00 mcg, Air 94.50 g, Abu 1.30 g"
"Bayau mi balu, masakan","Air 36.10 g, Energi 313.00 kkal, Protein 6.00 g, Lemak total 12.20 g, Karbohidrat total 44.80 g, Abu 0.90 g, Natrium 0.00 mg, B-Karoten 89.00 mcg, Karoten total 0.00 mcg"
Bear brand,"Energi 120.00 kkal, Natrium 115.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 kaleng, Protein 6.00 g, Karbohidrat total 9.00 g, Takaran Saji 189.00 g, Lemak total 7.00 g"
"Bebek (itik), daging, segar","Air 54.30 g, Energi 321.00 kkal, Protein 16.00 g, Lemak total 28.60 g, Karbohidrat total 0.00 g, Abu 1.10 g, Natrium 54.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Bebek albino, daging, segar","Air 57.00 g, Energi 303.00 kkal, Protein 11.30 g, Lemak total 27.00 g, Karbohidrat total 3.70 g, Abu 1.00 g, Natrium 50.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Bebek, daging, goreng","Air 48.80 g, Energi 300.00 kkal, Protein 24.00 g, Lemak total 20.70 g, Karbohidrat total 4.50 g, Abu 2.00 g, Natrium 34.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
bebelac gold,"Energi 170.00 kkal, Natrium 75.00 mg, Jumlah Sajian Per Kemasan 9.00 �, Jumlah Per Sajian 3.00 sendok takar, Protein 6.00 g, Karbohidrat total 24.00 g, Takaran Saji 38.00 g, Lemak total 6.00 g"
Beberuk,"Air 89.10 g, Energi 65.00 kkal, Protein 1.10 g, Lemak total 5.20 g, Karbohidrat total 3.50 g, Abu 1.10 g, Natrium 53.00 mg, B-Karoten 44.00 mcg, Karoten total 0.00 mcg"
Beef burger,"Air 45.50 g, Energi 258.00 kkal, Protein 10.60 g, Lemak total 9.50 g, Karbohidrat total 32.50 g, Abu 2.20 g, Natrium 572.00 mg, B-Karoten 0.00 mcg, Karoten total 7580.00 mcg"
Beef original jerky Jack link's,"Energi 80.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sachet, Protein 10.00 g, Karbohidrat total 6.00 g, Takaran Saji 24.00 g, Lemak total 1.00 g"
Beef teriyaki,"Air 65.10 g, Energi 151.00 kkal, Protein 8.60 g, Lemak total 3.10 g, Karbohidrat total 22.30 g, Abu 0.90 g, Natrium 377.00 mg, B-Karoten 0.00 mcg, Karoten total 400.00 mcg"
Beef yakiniku,"Air 67.70 g, Energi 132.00 kkal, Protein 9.80 g, Lemak total 1.10 g, Karbohidrat total 20.70 g, Abu 0.80 g, Natrium 409.00 mg, B-Karoten 0.00 mcg, Karoten total 700.00 mcg"
Beetroot (mentah,"Energi 43.00 kkal, Lemak total 0.17 g, Protein 1.61 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g, Karbohidrat total 9.56 g"
Bekasam,"Air 65.50 g, Energi 116.00 kkal, Protein 11.90 g, Lemak total 4.90 g, Karbohidrat total 6.10 g, Abu 11.60 g, Natrium 711.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Bekasang,"Air 67.10 g, Energi 78.00 kkal, Protein 11.40 g, Lemak total 2.00 g, Karbohidrat total 3.60 g, Abu 15.90 g, Natrium 4016.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Bekatul,"Energi 245.00 kkal, Lemak total 7.00 g, Protein 17.00 g, Karbohidrat total 66.00 g, Natrium 4.00 mg"
"Bekicot, dendeng , mentah","Air 6.70 g, Energi 441.00 kkal, Protein 48.70 g, Lemak total 20.30 g, Karbohidrat total 15.80 g, Abu 8.40 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 1408.00 mcg"
belfoods chicken Nugget crunch,"Energi 290.00 kkal, Natrium 460.00 mg, Jumlah Sajian Per Kemasan 5.00 , Jumlah Per Sajian 1.00 bungkus, Protein 15.00 g, Karbohidrat total 15.00 g, Takaran Saji 100.00 g, Lemak total 19.00 g"
"Belibis, daging, segar","Air 71.30 g, Energi 131.00 kkal, Protein 20.20 g, Lemak total 4.30 g, Karbohidrat total 2.80 g, Abu 1.40 g, Natrium 46.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Belimbing, segar","Air 90.00 g, Energi 36.00 kkal, Protein 0.40 g, Lemak total 0.40 g, Karbohidrat total 8.80 g, Abu 0.40 g, Natrium 4.00 mg, B-Karoten 29.00 mcg, Karoten total 170.00 mcg"
Belitung kukus,"Air 63.10 g, Energi 145.00 kkal, Protein 1.20 g, Lemak total 0.40 g, Karbohidrat total 34.20 g, Abu 1.10 g, Natrium 7.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Belitung, talas, segar","Air 63.10 g, Energi 145.00 kkal, Protein 1.20 g, Lemak total 0.40 g, Karbohidrat total 34.20 g, Abu 1.10 g, Natrium 6.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Belut goreng,"Air 11.20 g, Energi 417.00 kkal, Protein 25.90 g, Lemak total 19.40 g, Karbohidrat total 32.00 g, Abu 11.50 g, Natrium 71.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Belut laut, segar","Air 79.50 g, Energi 93.00 kkal, Protein 12.80 g, Lemak total 1.50 g, Karbohidrat total 6.10 g, Abu 4.10 g, Natrium 33.00 mg, B-Karoten 3.00 mcg, Karoten total 71.00 mcg"
"Belut, segar","Air 81.50 g, Energi 70.00 kkal, Protein 14.60 g, Lemak total 0.80 g, Karbohidrat total 1.00 g, Abu 2.10 g, Natrium 55.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Belvita madu dan cokelat,"Energi 180.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 4.00 keping, Protein 3.00 g, Karbohidrat total 28.00 g, Takaran Saji 40.00 g, Lemak total 6.00 g"
Belvita susu dan sereal,"Energi 180.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 4.00 keping, Protein 3.00 g, Karbohidrat total 28.00 g, Takaran Saji 40.00 g, Lemak total 6.00 g"
beng beng,"Energi 50.00 kkal, Natrium 20.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 bungkus, Protein 1.00 g, Karbohidrat total 6.00 g, Takaran Saji 9.50 g, Lemak total 2.00 g"
beng beng shake it,"Energi 45.00 kkal, Natrium 20.00 mg, Jumlah Sajian Per Kemasan 10.00 , Jumlah Per Sajian 1.00 sachet, Protein 1.00 g, Karbohidrat total 6.00 g, Takaran Saji 9.50 g, Lemak total 2.50 g"
"Bengkuang, segar","Air 85.10 g, Energi 59.00 kkal, Protein 1.40 g, Lemak total 0.20 g, Karbohidrat total 12.80 g, Abu 0.50 g, Natrium 2.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Bentul (Komba), talas, segar","Air 75.80 g, Energi 98.00 kkal, Protein 1.60 g, Lemak total 0.70 g, Karbohidrat total 20.90 g, Abu 1.80 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Bentul kukus,"Air 81.10 g, Energi 71.00 kkal, Protein 2.30 g, Lemak total 0.30 g, Karbohidrat total 15.40 g, Abu 0.90 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Beras cerdas,"Air 11.30 g, Energi 350.00 kkal, Protein 2.70 g, Lemak total 1.10 g, Karbohidrat total 82.30 g, Abu 2.60 g, Natrium 358.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Beras ganyong,"Air 9.30 g, Energi 364.00 kkal, Protein 3.40 g, Lemak total 0.70 g, Karbohidrat total 86.30 g, Abu 0.50 g, Natrium 4.00 mg, B-Karoten 1.00 mcg, Karoten total 0.10 mcg"
"Beras giling var pelita,mentah","Air 11.40 g, Energi 369.00 kkal, Protein 9.50 g, Lemak total 1.40 g, Karbohidrat total 77.10 g, Abu 0.60 g, Natrium 34.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Beras giling var rojolele, mentah","Air 12.00 g, Energi 357.00 kkal, Protein 8.40 g, Lemak total 1.70 g, Karbohidrat total 77.10 g, Abu 0.80 g, Natrium 34.00 mg, B-Karoten 0.00 mcg, Karoten total 80.00 mcg"
"Beras giling, mentah","Air 12.00 g, Energi 357.00 kkal, Protein 8.40 g, Lemak total 1.70 g, Karbohidrat total 77.10 g, Abu 0.80 g, Natrium 27.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Beras hitam, mentah","Air 12.90 g, Energi 351.00 kkal, Protein 8.00 g, Lemak total 1.30 g, Karbohidrat total 76.90 g, Abu 0.90 g, Natrium 15.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Beras jagung kuning kering, mentah","Air 10.80 g, Energi 358.00 kkal, Protein 5.50 g, Lemak total 0.10 g, Karbohidrat total 82.70 g, Abu 0.90 g, Natrium 1.00 mg, B-Karoten 641.00 mcg, Karoten total 0.00 mcg"
"Beras jagung putih, kering, mentah","Air 22.50 g, Energi 307.00 kkal, Protein 4.80 g, Lemak total 0.10 g, Karbohidrat total 71.80 g, Abu 0.80 g, Natrium 1.00 mg, B-Karoten 301.00 mcg, Karoten total 0.00 mcg"
"Beras ketan hitam tumbuk, mentah","Air 13.70 g, Energi 360.00 kkal, Protein 8.00 g, Lemak total 2.30 g, Karbohidrat total 74.50 g, Abu 1.50 g, Natrium 11.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Beras ketan putih tumbuk, mentah","Air 12.90 g, Energi 361.00 kkal, Protein 7.40 g, Lemak total 0.80 g, Karbohidrat total 78.40 g, Abu 0.50 g, Natrium 3.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Beras ladang, mentah","Air 9.80 g, Energi 376.00 kkal, Protein 7.50 g, Lemak total 3.80 g, Karbohidrat total 78.00 g, Abu 0.90 g, Natrium 10.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Beras menir, mentah","Air 12.00 g, Energi 362.00 kkal, Protein 7.70 g, Lemak total 4.40 g, Karbohidrat total 73.00 g, Abu 0.20 g, Natrium 90.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Beras parboiled,"Air 10.00 g, Energi 353.00 kkal, Protein 6.80 g, Lemak total 0.60 g, Karbohidrat total 80.00 g, Abu 2.50 g, Natrium 2.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Beras siger,"Air 13.50 g, Energi 344.00 kkal, Protein 1.10 g, Lemak total 0.20 g, Karbohidrat total 28.30 g, Abu 0.70 g, Natrium 106.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Beras tumbuk merah, mentah","Air 14.60 g, Energi 352.00 kkal, Protein 7.30 g, Lemak total 0.90 g, Karbohidrat total 76.20 g, Abu 1.00 g, Natrium 10.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Beras tumbuk, mentah","Air 11.50 g, Energi 354.00 kkal, Protein 7.80 g, Lemak total 0.40 g, Karbohidrat total 79.90 g, Abu 0.40 g, Natrium 5.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Beras, tapai","Air 75.50 g, Energi 99.00 kkal, Protein 1.70 g, Lemak total 0.30 g, Karbohidrat total 22.40 g, Abu 0.10 g, Natrium 26.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Beras, tepung, mentah","Air 12.00 g, Energi 353.00 kkal, Protein 7.00 g, Lemak total 0.50 g, Karbohidrat total 80.00 g, Abu 0.50 g, Natrium 5.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Berilla Collezione Lasagne all'uovo,"Energi 370.00 kkal, Natrium 30.00 mg, Jumlah Sajian Per Kemasan 5.00 , Jumlah Per Sajian 0.20 sendok teh, Protein 11.00 g, Karbohidrat total 71.00 g, Takaran Saji 100.00 g, Lemak total 4.00 g"
Berry Yoghurt,"Energi 140.00 kkal, Natrium 4.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 botol, Protein 4.00 g, Karbohidrat total 22.00 g, Takaran Saji 125.00 g, Lemak total 4.00 g"
"Betok wadi, masakan","Air 69.20 g, Energi 145.00 kkal, Protein 16.30 g, Lemak total 7.00 g, Karbohidrat total 4.10 g, Abu 3.40 g, Natrium 69.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Bihun cap dua burung (mentah,"Energi 220.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.40 bungkus, Protein 3.00 g, Karbohidrat total 52.00 g, Takaran Saji 60.00 g, Lemak total 0.00 g"
Bihun goreng instan,"Air 9.00 g, Energi 381.00 kkal, Protein 6.10 g, Lemak total 3.90 g, Karbohidrat total 80.30 g, Abu 0.70 g, Natrium 928.00 mg, B-Karoten 0.00 mcg, Karoten total 400.00 mcg"
"Bihun jagung, mentah","Air 11.30 g, Energi 354.00 kkal, Protein 0.50 g, Lemak total 0.30 g, Karbohidrat total 87.40 g, Abu 0.50 g, Natrium 49.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Bihun, mentah","Energi 348.00 kkal, Lemak total 0.10 g, Protein 4.70 g, Karbohidrat total 82.10 g, Natrium 12.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg, Air 12.90 g, Abu 0.20 g"
Bihunku goreng spesial,"Energi 230.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 2.00 g, Karbohidrat total 47.00 g, Takaran Saji 60.00 g, Lemak total 4.00 g"
Bihunku white curry,"Energi 220.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 2.00 g, Karbohidrat total 38.00 g, Takaran Saji 55.00 g, Lemak total 6.00 g"
